PHYSICAL CITY,PHYSICAL STATE,PHYSICAL ZIP,ZIP,RegionAssignment
CLARENDON HILLS,IL,60514,60514,ILLINOIS 2
CLAY CITY,IL,62824,62824,ILLINOIS 2
CLAYTONVILLE,IL,60926,60926,ILLINOIS 2
CLIFTON,IL,60927,60927,ILLINOIS 2
CLINTON,IL,61727,61727,ILLINOIS 2
COAL CITY,IL,60416,60416,ILLINOIS 2
COAL VALLEY,IL,61240,61240,ILLINOIS 2
COBDEN,IL,62920,62920,ILLINOIS 2
COELLO,IL,62825,62825,ILLINOIS 2
COFFEEN,IL,62017,62017,ILLINOIS 2
COLCHESTER,IL,62326,62326,ILLINOIS 2
COLFAX,IL,61728,61728,ILLINOIS 2
COLLINSVILLE,IL,62234,62234,ILLINOIS 2
COLLISON,IL,61831,61831,ILLINOIS 2
COLONA,IL,61241,61241,ILLINOIS 2
COLP,IL,62921,62921,ILLINOIS 2
COLUMBIA,IL,62236,62236,ILLINOIS 2
COMPTON,IL,61318,61318,ILLINOIS 2
CONCORD,IL,62631,62631,ILLINOIS 2
CONGERVILLE,IL,61729,61729,ILLINOIS 2
COOKSVILLE,IL,61730,61730,ILLINOIS 2
CORDOVA,IL,61242,61242,ILLINOIS 2
CORNELL,IL,61319,61319,ILLINOIS 2
CORNLAND,IL,62519,62519,ILLINOIS 2
COTTAGE HILLS,IL,62018,62018,ILLINOIS 2
COULTERVILLE,IL,62237,62237,ILLINOIS 2
COUNTRY CLUB HILLS,IL,60478,60478,ILLINOIS 2
COWDEN,IL,62422,62422,ILLINOIS 2
CREAL SPRINGS,IL,62922,62922,ILLINOIS 2
CRESCENT CITY,IL,60928,60928,ILLINOIS 2
CRETE,IL,60417,60417,ILLINOIS 2
CROPSEY,IL,61731,61731,ILLINOIS 2
CROSSVILLE,IL,62827,62827,ILLINOIS 2
CUBA,IL,61427,61427,ILLINOIS 2
CULLOM,IL,60929,60929,ILLINOIS 2
CUTLER,IL,62238,62238,ILLINOIS 2
CYPRESS,IL,62923,62923,ILLINOIS 2
DAHINDA,IL,61428,61428,ILLINOIS 2
DAHLGREN,IL,62828,62828,ILLINOIS 2
DALLAS CITY,IL,62330,62330,ILLINOIS 2
DALTON CITY,IL,61925,61925,ILLINOIS 2
DALZELL,IL,61320,61320,ILLINOIS 2
DANA,IL,61321,61321,ILLINOIS 2
DANFORTH,IL,60930,60930,ILLINOIS 2
DANVERS,IL,61732,61732,ILLINOIS 2
DANVILLE,IL,61832,61832,ILLINOIS 2
DAWSON,IL,62520,62520,ILLINOIS 2
DE LAND,IL,61839,61839,ILLINOIS 2
DE SOTO,IL,62924,62924,ILLINOIS 2
DECATUR,IL,62523,62523,ILLINOIS 2
DECATUR,IL,62526,62526,ILLINOIS 2
DEER CREEK,IL,61733,61733,ILLINOIS 2
DEER GROVE,IL,61243,61243,ILLINOIS 2
DELAVAN,IL,61734,61734,ILLINOIS 2
DEPUE,IL,61322,61322,ILLINOIS 2
DEWEY,IL,61840,61840,ILLINOIS 2
DEWITT,IL,61735,61735,ILLINOIS 2
DIETERICH,IL,62424,62424,ILLINOIS 2
DIVERNON,IL,62530,62530,ILLINOIS 2
DIX,IL,62830,62830,ILLINOIS 2
DOLTON,IL,60419,60419,ILLINOIS 2
DONGOLA,IL,62926,62926,ILLINOIS 2
DONNELLSON,IL,62019,62019,ILLINOIS 2
DONOVAN,IL,60931,60931,ILLINOIS 2
DORSEY,IL,62021,62021,ILLINOIS 2
DOVER,IL,61323,61323,ILLINOIS 2
DOW,IL,62022,62022,ILLINOIS 2
DOWELL,IL,62927,62927,ILLINOIS 2
DOWNERS GROVE,IL,60515,60515,ILLINOIS 2
DOWNS,IL,61736,61736,ILLINOIS 2
DU BOIS,IL,62831,62831,ILLINOIS 2
DU QUOIN,IL,62832,62832,ILLINOIS 2
DUNDAS,IL,62425,62425,ILLINOIS 2
DUNFERMLINE,IL,61524,61524,ILLINOIS 2
DUNLAP,IL,61525,61525,ILLINOIS 2
DUPO,IL,62239,62239,ILLINOIS 2
DWIGHT,IL,60420,60420,ILLINOIS 2
EAGARVILLE,IL,62023,62023,ILLINOIS 2
EARLVILLE,IL,60518,60518,ILLINOIS 2
EAST ALTON,IL,62024,62024,ILLINOIS 2
EAST CARONDELET,IL,62240,62240,ILLINOIS 2
EAST GALESBURG,IL,61430,61430,ILLINOIS 2
EAST LYNN,IL,60932,60932,ILLINOIS 2
EAST MOLINE,IL,61244,61244,ILLINOIS 2
EAST PEORIA,IL,61611,61611,ILLINOIS 2
EAST SAINT LOUIS,IL,62201,62201,ILLINOIS 2
EAST SAINT LOUIS,IL,62203,62203,ILLINOIS 2
EAST SAINT LOUIS,IL,62204,62204,ILLINOIS 2
EAST SAINT LOUIS,IL,62206,62206,ILLINOIS 2
EAST SAINT LOUIS,IL,62207,62207,ILLINOIS 2
EASTON,IL,62633,62633,ILLINOIS 2
EDDYVILLE,IL,62928,62928,ILLINOIS 2
EDELSTEIN,IL,61526,61526,ILLINOIS 2
EDGEWOOD,IL,62426,62426,ILLINOIS 2
EDINBURG,IL,62531,62531,ILLINOIS 2
EDWARDS,IL,61528,61528,ILLINOIS 2
EDWARDSVILLE,IL,62025,62025,ILLINOIS 2
EFFINGHAM,IL,62401,62401,ILLINOIS 2
EL PASO,IL,61738,61738,ILLINOIS 2
ELDORADO,IL,62930,62930,ILLINOIS 2
ELDRED,IL,62027,62027,ILLINOIS 2
ELIZABETHTOWN,IL,62931,62931,ILLINOIS 2
ELKHART,IL,62634,62634,ILLINOIS 2
ELKVILLE,IL,62932,62932,ILLINOIS 2
ELLIOTT,IL,60933,60933,ILLINOIS 2
ELLIS GROVE,IL,62241,62241,ILLINOIS 2
ELLISVILLE,IL,61431,61431,ILLINOIS 2
ELLSWORTH,IL,61737,61737,ILLINOIS 2
ELMWOOD,IL,61529,61529,ILLINOIS 2
ELSAH,IL,62028,62028,ILLINOIS 2
ELVASTON,IL,62334,62334,ILLINOIS 2
ELWIN,IL,62532,62532,ILLINOIS 2
ELWOOD,IL,60421,60421,ILLINOIS 2
EMDEN,IL,62635,62635,ILLINOIS 2
EMINGTON,IL,60934,60934,ILLINOIS 2
ENERGY,IL,62933,62933,ILLINOIS 2
ENFIELD,IL,62835,62835,ILLINOIS 2
EOLA,IL,60519,60519,ILLINOIS 2
EQUALITY,IL,62934,62934,ILLINOIS 2
ERIE,IL,61250,61250,ILLINOIS 2
ESSEX,IL,60935,60935,ILLINOIS 2
EUREKA,IL,61530,61530,ILLINOIS 2
EVANSVILLE,IL,62242,62242,ILLINOIS 2
FAIRBURY,IL,61739,61739,ILLINOIS 2
FAIRFIELD,IL,62837,62837,ILLINOIS 2
FAIRMOUNT,IL,61841,61841,ILLINOIS 2
FAIRVIEW,IL,61432,61432,ILLINOIS 2
FAIRVIEW HEIGHTS,IL,62208,62208,ILLINOIS 2
FARINA,IL,62838,62838,ILLINOIS 2
FARMER CITY,IL,61842,61842,ILLINOIS 2
FARMERSVILLE,IL,62533,62533,ILLINOIS 2
FARMINGTON,IL,61531,61531,ILLINOIS 2
FENTON,IL,61251,61251,ILLINOIS 2
FERRIS,IL,62336,62336,ILLINOIS 2
FIATT,IL,61433,61433,ILLINOIS 2
FIDELITY,IL,62030,62030,ILLINOIS 2
FIELDON,IL,62031,62031,ILLINOIS 2
FILLMORE,IL,62032,62032,ILLINOIS 2
FINDLAY,IL,62534,62534,ILLINOIS 2
FISHER,IL,61843,61843,ILLINOIS 2
FITHIAN,IL,61844,61844,ILLINOIS 2
FLANAGAN,IL,61740,61740,ILLINOIS 2
FLAT ROCK,IL,62427,62427,ILLINOIS 2
FLORA,IL,62839,62839,ILLINOIS 2
FLOSSMOOR,IL,60422,60422,ILLINOIS 2
FOOSLAND,IL,61845,61845,ILLINOIS 2
FOREST CITY,IL,61532,61532,ILLINOIS 2
FORREST,IL,61741,61741,ILLINOIS 2
FORSYTH,IL,62535,62535,ILLINOIS 2
FOWLER,IL,62338,62338,ILLINOIS 2
FOX VALLEY,IL,60599,60599,ILLINOIS 2
FRANKFORT,IL,60423,60423,ILLINOIS 2
FRANKLIN,IL,62638,62638,ILLINOIS 2
FREEBURG,IL,62243,62243,ILLINOIS 2
FREEMAN SPUR,IL,62841,62841,ILLINOIS 2
FULTON,IL,61252,61252,ILLINOIS 2
FULTS,IL,62244,62244,ILLINOIS 2
GALATIA,IL,62935,62935,ILLINOIS 2
GALESBURG,IL,61401,61401,ILLINOIS 2
GALVA,IL,61434,61434,ILLINOIS 2
GARDNER,IL,60424,60424,ILLINOIS 2
GEFF,IL,62842,62842,ILLINOIS 2
GENESEO,IL,61254,61254,ILLINOIS 2
GEORGETOWN,IL,61846,61846,ILLINOIS 2
GERMANTOWN,IL,62245,62245,ILLINOIS 2
GIBSON CITY,IL,60936,60936,ILLINOIS 2
GIFFORD,IL,61847,61847,ILLINOIS 2
GILLESPIE,IL,62033,62033,ILLINOIS 2
GILMAN,IL,60938,60938,ILLINOIS 2
GILSON,IL,61436,61436,ILLINOIS 2
GIRARD,IL,62640,62640,ILLINOIS 2
GLADSTONE,IL,61437,61437,ILLINOIS 2
GLASFORD,IL,61533,61533,ILLINOIS 2
GLEN CARBON,IL,62034,62034,ILLINOIS 2
GLENARM,IL,62536,62536,ILLINOIS 2
GLENWOOD,IL,60425,60425,ILLINOIS 2
GODFREY,IL,62035,62035,ILLINOIS 2
GOLCONDA,IL,62938,62938,ILLINOIS 2
GOLDEN,IL,62339,62339,ILLINOIS 2
GOOD HOPE,IL,61438,61438,ILLINOIS 2
GOODFIELD,IL,61742,61742,ILLINOIS 2
GOODWINE,IL,60939,60939,ILLINOIS 2
GOREVILLE,IL,62939,62939,ILLINOIS 2
GORHAM,IL,62940,62940,ILLINOIS 2
GRAFTON,IL,62037,62037,ILLINOIS 2
GRAND CHAIN,IL,62941,62941,ILLINOIS 2
GRAND RIDGE,IL,61325,61325,ILLINOIS 2
GRAND TOWER,IL,62942,62942,ILLINOIS 2
GRANITE CITY,IL,62040,62040,ILLINOIS 2
GRANT PARK,IL,60940,60940,ILLINOIS 2
GRANVILLE,IL,61326,61326,ILLINOIS 2
GRAYMONT,IL,61743,61743,ILLINOIS 2
GRAYVILLE,IL,62844,62844,ILLINOIS 2
GREEN VALLEY,IL,61534,61534,ILLINOIS 2
GREENFIELD,IL,62044,62044,ILLINOIS 2
GREENUP,IL,62428,62428,ILLINOIS 2
GREENVIEW,IL,62642,62642,ILLINOIS 2
GREENVILLE,IL,62246,62246,ILLINOIS 2
GRIDLEY,IL,61744,61744,ILLINOIS 2
GRIGGSVILLE,IL,62340,62340,ILLINOIS 2
GROVELAND,IL,61535,61535,ILLINOIS 2
HAMBURG,IL,62045,62045,ILLINOIS 2
HAMEL,IL,62046,62046,ILLINOIS 2
HAMILTON,IL,62341,62341,ILLINOIS 2
HAMMOND,IL,61929,61929,ILLINOIS 2
HAMPTON,IL,61256,61256,ILLINOIS 2
HANNA CITY,IL,61536,61536,ILLINOIS 2
HARDIN,IL,62047,62047,ILLINOIS 2
HARRISBURG,IL,62946,62946,ILLINOIS 2
HARRISTOWN,IL,62537,62537,ILLINOIS 2
HARTFORD,IL,62048,62048,ILLINOIS 2
HARTSBURG,IL,62643,62643,ILLINOIS 2
HARVEL,IL,62538,62538,ILLINOIS 2
HARVEY,IL,60426,60426,ILLINOIS 2
HAVANA,IL,62644,62644,ILLINOIS 2
HECKER,IL,62248,62248,ILLINOIS 2
HENDERSON,IL,61439,61439,ILLINOIS 2
HENNEPIN,IL,61327,61327,ILLINOIS 2
HENNING,IL,61848,61848,ILLINOIS 2
HENRY,IL,61537,61537,ILLINOIS 2
HEROD,IL,62947,62947,ILLINOIS 2
HERRICK,IL,62431,62431,ILLINOIS 2
HERRIN,IL,62948,62948,ILLINOIS 2
HERSCHER,IL,60941,60941,ILLINOIS 2
HETTICK,IL,62649,62649,ILLINOIS 2
HEYWORTH,IL,61745,61745,ILLINOIS 2
HIDALGO,IL,62432,62432,ILLINOIS 2
HIGHLAND,IL,62249,62249,ILLINOIS 2
HILLSBORO,IL,62049,62049,ILLINOIS 2
HILLSDALE,IL,61257,61257,ILLINOIS 2
HILLVIEW,IL,62050,62050,ILLINOIS 2
HINCKLEY,IL,60520,60520,ILLINOIS 2
HINDSBORO,IL,61930,61930,ILLINOIS 2
HINSDALE,IL,60521,60521,ILLINOIS 2
HOFFMAN,IL,62250,62250,ILLINOIS 2
HOMER,IL,61849,61849,ILLINOIS 2
HOOPESTON,IL,60942,60942,ILLINOIS 2
HOPEDALE,IL,61747,61747,ILLINOIS 2
HOPKINS PARK,IL,60944,60944,ILLINOIS 2
HOYLETON,IL,62803,62803,ILLINOIS 2
HUDSON,IL,61748,61748,ILLINOIS 2
HUEY,IL,62252,62252,ILLINOIS 2
HULL,IL,62343,62343,ILLINOIS 2
HUMBOLDT,IL,61931,61931,ILLINOIS 2
HUME,IL,61932,61932,ILLINOIS 2
HURST,IL,62949,62949,ILLINOIS 2
HUTSONVILLE,IL,62433,62433,ILLINOIS 2
ILLIOPOLIS,IL,62539,62539,ILLINOIS 2
INA,IL,62846,62846,ILLINOIS 2
INDIANOLA,IL,61850,61850,ILLINOIS 2
INDUSTRY,IL,61440,61440,ILLINOIS 2
INGRAHAM,IL,62434,62434,ILLINOIS 2
IPAVA,IL,61441,61441,ILLINOIS 2
IROQUOIS,IL,60945,60945,ILLINOIS 2
IRVING,IL,62051,62051,ILLINOIS 2
IRVINGTON,IL,62848,62848,ILLINOIS 2
IUKA,IL,62849,62849,ILLINOIS 2
IVESDALE,IL,61851,61851,ILLINOIS 2
JACKSONVILLE,IL,62650,62650,ILLINOIS 2
JACOB,IL,62950,62950,ILLINOIS 2
JERSEYVILLE,IL,62052,62052,ILLINOIS 2
JEWETT,IL,62436,62436,ILLINOIS 2
JOHNSONVILLE,IL,62850,62850,ILLINOIS 2
JOHNSTON CITY,IL,62951,62951,ILLINOIS 2
JOLIET,IL,60436,60436,ILLINOIS 2
JOLIET,IL,60432,60432,ILLINOIS 2
JONESBORO,IL,62952,62952,ILLINOIS 2
JOPPA,IL,62953,62953,ILLINOIS 2
JOY,IL,61260,61260,ILLINOIS 2
JUNCTION,IL,62954,62954,ILLINOIS 2
KAMPSVILLE,IL,62053,62053,ILLINOIS 2
KANE,IL,62054,62054,ILLINOIS 2
KANEVILLE,IL,60144,60144,ILLINOIS 2
KANKAKEE,IL,60901,60901,ILLINOIS 2
KANSAS,IL,61933,61933,ILLINOIS 2
KARNAK,IL,62956,62956,ILLINOIS 2
KASBEER,IL,61328,61328,ILLINOIS 2
KEENES,IL,62851,62851,ILLINOIS 2
KEENSBURG,IL,62852,62852,ILLINOIS 2
KEITHSBURG,IL,61442,61442,ILLINOIS 2
KELL,IL,62853,62853,ILLINOIS 2
KEMPTON,IL,60946,60946,ILLINOIS 2
KENNEY,IL,61749,61749,ILLINOIS 2
KEWANEE,IL,61443,61443,ILLINOIS 2
KEYESPORT,IL,62253,62253,ILLINOIS 2
KILBOURNE,IL,62655,62655,ILLINOIS 2
KINCAID,IL,62540,62540,ILLINOIS 2
KINDERHOOK,IL,62345,62345,ILLINOIS 2
KINGSTON MINES,IL,61539,61539,ILLINOIS 2
KINMUNDY,IL,62854,62854,ILLINOIS 2
KINSMAN,IL,60437,60437,ILLINOIS 2
KIRKWOOD,IL,61447,61447,ILLINOIS 2
KNOXVILLE,IL,61448,61448,ILLINOIS 2
LA FAYETTE,IL,61449,61449,ILLINOIS 2
LA GRANGE,IL,60525,60525,ILLINOIS 2
LA GRANGE PARK,IL,60526,60526,ILLINOIS 2
LA HARPE,IL,61450,61450,ILLINOIS 2
LA MOILLE,IL,61330,61330,ILLINOIS 2
LA PLACE,IL,61936,61936,ILLINOIS 2
LA ROSE,IL,61541,61541,ILLINOIS 2
LA SALLE,IL,61301,61301,ILLINOIS 2
LACON,IL,61540,61540,ILLINOIS 2
LADD,IL,61329,61329,ILLINOIS 2
LAFOX,IL,60147,60147,ILLINOIS 2
LAKE FORK,IL,62541,62541,ILLINOIS 2
LANSING,IL,60438,60438,ILLINOIS 2
LATHAM,IL,62543,62543,ILLINOIS 2
LAURA,IL,61451,61451,ILLINOIS 2
LAWNDALE,IL,61751,61751,ILLINOIS 2
LAWRENCEVILLE,IL,62439,62439,ILLINOIS 2
LE ROY,IL,61752,61752,ILLINOIS 2
LEBANON,IL,62254,62254,ILLINOIS 2
LEE,IL,60530,60530,ILLINOIS 2
LEE CENTER,IL,61331,61331,ILLINOIS 2
LELAND,IL,60531,60531,ILLINOIS 2
LEMONT,IL,60439,60439,ILLINOIS 2
LENZBURG,IL,62255,62255,ILLINOIS 2
LEONORE,IL,61332,61332,ILLINOIS 2
LERNA,IL,62440,62440,ILLINOIS 2
LEWISTOWN,IL,61542,61542,ILLINOIS 2
LEXINGTON,IL,61753,61753,ILLINOIS 2
LIBERTY,IL,62347,62347,ILLINOIS 2
LIMA,IL,62348,62348,ILLINOIS 2
LINCOLN,IL,62656,62656,ILLINOIS 2
LISLE,IL,60532,60532,ILLINOIS 2
LITCHFIELD,IL,62056,62056,ILLINOIS 2
LITTLE YORK,IL,61453,61453,ILLINOIS 2
LITTLETON,IL,61452,61452,ILLINOIS 2
LIVERPOOL,IL,61543,61543,ILLINOIS 2
LIVINGSTON,IL,62058,62058,ILLINOIS 2
LOAMI,IL,62661,62661,ILLINOIS 2
LOCKPORT,IL,60441,60441,ILLINOIS 2
LODA,IL,60948,60948,ILLINOIS 2
LOGAN,IL,62856,62856,ILLINOIS 2
LOMAX,IL,61454,61454,ILLINOIS 2
LONDON MILLS,IL,61544,61544,ILLINOIS 2
LONG POINT,IL,61333,61333,ILLINOIS 2
LONGVIEW,IL,61852,61852,ILLINOIS 2
LORAINE,IL,62349,62349,ILLINOIS 2
LOSTANT,IL,61334,61334,ILLINOIS 2
LOUISVILLE,IL,62858,62858,ILLINOIS 2
LOVEJOY,IL,62059,62059,ILLINOIS 2
LOVINGTON,IL,61937,61937,ILLINOIS 2
LOWPOINT,IL,61545,61545,ILLINOIS 2
LUDLOW,IL,60949,60949,ILLINOIS 2
LYNDON,IL,61261,61261,ILLINOIS 2
LYNN CENTER,IL,61262,61262,ILLINOIS 2
MACEDONIA,IL,62860,62860,ILLINOIS 2
MACKINAW,IL,61755,61755,ILLINOIS 2
MACOMB,IL,61455,61455,ILLINOIS 2
MACON,IL,62544,62544,ILLINOIS 2
MADISON,IL,62060,62060,ILLINOIS 2
MAEYSTOWN,IL,62256,62256,ILLINOIS 2
MAGNOLIA,IL,61336,61336,ILLINOIS 2
MAHOMET,IL,61853,61853,ILLINOIS 2
MAKANDA,IL,62958,62958,ILLINOIS 2
MALDEN,IL,61337,61337,ILLINOIS 2
MANCHESTER,IL,62663,62663,ILLINOIS 2
MANHATTAN,IL,60442,60442,ILLINOIS 2
MANITO,IL,61546,61546,ILLINOIS 2
MANLIUS,IL,61338,61338,ILLINOIS 2
MANSFIELD,IL,61854,61854,ILLINOIS 2
MANTENO,IL,60950,60950,ILLINOIS 2
MAPLETON,IL,61547,61547,ILLINOIS 2
MAQUON,IL,61458,61458,ILLINOIS 2
MARIETTA,IL,61459,61459,ILLINOIS 2
MARINE,IL,62061,62061,ILLINOIS 2
MARION,IL,62959,62959,ILLINOIS 2
MARISSA,IL,62257,62257,ILLINOIS 2
MARK,IL,61340,61340,ILLINOIS 2
MARKHAM,IL,60428,60428,ILLINOIS 2
MAROA,IL,61756,61756,ILLINOIS 2
MARSEILLES,IL,61341,61341,ILLINOIS 2
MARSHALL,IL,62441,62441,ILLINOIS 2
MARTINSVILLE,IL,62442,62442,ILLINOIS 2
MARTINTON,IL,60951,60951,ILLINOIS 2
MARYVILLE,IL,62062,62062,ILLINOIS 2
MASCOUTAH,IL,62258,62258,ILLINOIS 2
MASON,IL,62443,62443,ILLINOIS 2
MASON CITY,IL,62664,62664,ILLINOIS 2
MATHERVILLE,IL,61263,61263,ILLINOIS 2
MATTESON,IL,60443,60443,ILLINOIS 2
MATTOON,IL,61938,61938,ILLINOIS 2
MAUNIE,IL,62861,62861,ILLINOIS 2
MAZON,IL,60444,60444,ILLINOIS 2
MC CLURE,IL,62957,62957,ILLINOIS 2
MC LEAN,IL,61754,61754,ILLINOIS 2
MC LEANSBORO,IL,62859,62859,ILLINOIS 2
MC NABB,IL,61335,61335,ILLINOIS 2
MECHANICSBURG,IL,62545,62545,ILLINOIS 2
MEDIA,IL,61460,61460,ILLINOIS 2
MEDORA,IL,62063,62063,ILLINOIS 2
MELVIN,IL,60952,60952,ILLINOIS 2
MENDON,IL,62351,62351,ILLINOIS 2
MENDOTA,IL,61342,61342,ILLINOIS 2
MEREDOSIA,IL,62665,62665,ILLINOIS 2
METAMORA,IL,61548,61548,ILLINOIS 2
METCALF,IL,61940,61940,ILLINOIS 2
METROPOLIS,IL,62960,62960,ILLINOIS 2
MIDDLETOWN,IL,62666,62666,ILLINOIS 2
MIDLOTHIAN,IL,60445,60445,ILLINOIS 2
MILAN,IL,61264,61264,ILLINOIS 2
MILFORD,IL,60953,60953,ILLINOIS 2
MILL SHOALS,IL,62862,62862,ILLINOIS 2
MILLBROOK,IL,60536,60536,ILLINOIS 2
MILLCREEK,IL,62961,62961,ILLINOIS 2
MILLINGTON,IL,60537,60537,ILLINOIS 2
MILLSTADT,IL,62260,62260,ILLINOIS 2
MILTON,IL,62352,62352,ILLINOIS 2
MINERAL,IL,61344,61344,ILLINOIS 2
MINIER,IL,61759,61759,ILLINOIS 2
MINONK,IL,61760,61760,ILLINOIS 2
MINOOKA,IL,60447,60447,ILLINOIS 2
MODESTO,IL,62667,62667,ILLINOIS 2
MOKENA,IL,60448,60448,ILLINOIS 2
MOLINE,IL,61265,61265,ILLINOIS 2
MOMENCE,IL,60954,60954,ILLINOIS 2
MONEE,IL,60449,60449,ILLINOIS 2
MONMOUTH,IL,61462,61462,ILLINOIS 2
MONTGOMERY,IL,60538,60538,ILLINOIS 2
MONTICELLO,IL,61856,61856,ILLINOIS 2
MONTROSE,IL,62445,62445,ILLINOIS 2
MOOSEHEART,IL,60539,60539,ILLINOIS 2
MORO,IL,62067,62067,ILLINOIS 2
MORRIS,IL,60450,60450,ILLINOIS 2
MORRISON,IL,61270,61270,ILLINOIS 2
MORRISONVILLE,IL,62546,62546,ILLINOIS 2
MORTON,IL,61550,61550,ILLINOIS 2
MOSSVILLE,IL,61552,61552,ILLINOIS 2
MOUND CITY,IL,62963,62963,ILLINOIS 2
MOUNDS,IL,62964,62964,ILLINOIS 2
MOUNT AUBURN,IL,62547,62547,ILLINOIS 2
MOUNT CARMEL,IL,62863,62863,ILLINOIS 2
MOUNT ERIE,IL,62446,62446,ILLINOIS 2
MOUNT OLIVE,IL,62069,62069,ILLINOIS 2
MOUNT PULASKI,IL,62548,62548,ILLINOIS 2
MOUNT STERLING,IL,62353,62353,ILLINOIS 2
MOUNT VERNON,IL,62864,62864,ILLINOIS 2
MOWEAQUA,IL,62550,62550,ILLINOIS 2
MT ZION,IL,62549,62549,ILLINOIS 2
MUDDY,IL,62965,62965,ILLINOIS 2
MULBERRY GROVE,IL,62262,62262,ILLINOIS 2
MUNCIE,IL,61857,61857,ILLINOIS 2
MURDOCK,IL,61941,61941,ILLINOIS 2
MURPHYSBORO,IL,62966,62966,ILLINOIS 2
MURRAYVILLE,IL,62668,62668,ILLINOIS 2
NAPERVILLE,IL,60540,60540,ILLINOIS 2
NAPERVILLE,IL,60564,60564,ILLINOIS 2
NASHVILLE,IL,62263,62263,ILLINOIS 2
NAUVOO,IL,62354,62354,ILLINOIS 2
NEBO,IL,62355,62355,ILLINOIS 2
NEOGA,IL,62447,62447,ILLINOIS 2
NEPONSET,IL,61345,61345,ILLINOIS 2
NEW ATHENS,IL,62264,62264,ILLINOIS 2
NEW BADEN,IL,62265,62265,ILLINOIS 2
NEW BEDFORD,IL,61346,61346,ILLINOIS 2
NEW BERLIN,IL,62670,62670,ILLINOIS 2
NEW BURNSIDE,IL,62967,62967,ILLINOIS 2
NEW CANTON,IL,62356,62356,ILLINOIS 2
NEW DOUGLAS,IL,62074,62074,ILLINOIS 2
NEW HAVEN,IL,62867,62867,ILLINOIS 2
NEW HOLLAND,IL,62671,62671,ILLINOIS 2
NEW LENOX,IL,60451,60451,ILLINOIS 2
NEW MEMPHIS,IL,62266,62266,ILLINOIS 2
NEW SALEM,IL,62357,62357,ILLINOIS 2
NEW WINDSOR,IL,61465,61465,ILLINOIS 2
NEWARK,IL,60541,60541,ILLINOIS 2
NEWMAN,IL,61942,61942,ILLINOIS 2
NEWTON,IL,62448,62448,ILLINOIS 2
NIANTIC,IL,62551,62551,ILLINOIS 2
NILWOOD,IL,62672,62672,ILLINOIS 2
NIOTA,IL,62358,62358,ILLINOIS 2
NOBLE,IL,62868,62868,ILLINOIS 2
NOKOMIS,IL,62075,62075,ILLINOIS 2
NORMAL,IL,61761,61761,ILLINOIS 2
NORRIS,IL,61553,61553,ILLINOIS 2
NORRIS CITY,IL,62869,62869,ILLINOIS 2
NORTH AURORA,IL,60542,60542,ILLINOIS 2
NORTH HENDERSON,IL,61466,61466,ILLINOIS 2
NORTH RIVERSIDE,IL,60546,60546,ILLINOIS 2
O FALLON,IL,62269,62269,ILLINOIS 2
OAK BROOK,IL,60523,60523,ILLINOIS 2
OAK FOREST,IL,60452,60452,ILLINOIS 2
OAK LAWN,IL,60453,60453,ILLINOIS 2
OAKDALE,IL,62268,62268,ILLINOIS 2
OAKFORD,IL,62673,62673,ILLINOIS 2
OAKLAND,IL,61943,61943,ILLINOIS 2
OAKWOOD,IL,61858,61858,ILLINOIS 2
OBLONG,IL,62449,62449,ILLINOIS 2
OCONEE,IL,62553,62553,ILLINOIS 2
ODELL,IL,60460,60460,ILLINOIS 2
ODIN,IL,62870,62870,ILLINOIS 2
OGDEN,IL,61859,61859,ILLINOIS 2
OGLESBY,IL,61348,61348,ILLINOIS 2
OHIO,IL,61349,61349,ILLINOIS 2
OHLMAN,IL,62076,62076,ILLINOIS 2
OKAWVILLE,IL,62271,62271,ILLINOIS 2
OLIVE BRANCH,IL,62969,62969,ILLINOIS 2
OLMSTED,IL,62970,62970,ILLINOIS 2
OLNEY,IL,62450,62450,ILLINOIS 2
OLYMPIA FIELDS,IL,60461,60461,ILLINOIS 2
OMAHA,IL,62871,62871,ILLINOIS 2
ONARGA,IL,60955,60955,ILLINOIS 2
ONEIDA,IL,61467,61467,ILLINOIS 2
OPDYKE,IL,62872,62872,ILLINOIS 2
OQUAWKA,IL,61469,61469,ILLINOIS 2
OREANA,IL,62554,62554,ILLINOIS 2
ORION,IL,61273,61273,ILLINOIS 2
ORLAND PARK,IL,60462,60462,ILLINOIS 2
OSCO,IL,61274,61274,ILLINOIS 2
OSWEGO,IL,60543,60543,ILLINOIS 2
OTTAWA,IL,61350,61350,ILLINOIS 2
OZARK,IL,62972,62972,ILLINOIS 2
PALESTINE,IL,62451,62451,ILLINOIS 2
PALMER,IL,62556,62556,ILLINOIS 2
PALMYRA,IL,62674,62674,ILLINOIS 2
PALOS HEIGHTS,IL,60463,60463,ILLINOIS 2
PALOS PARK,IL,60464,60464,ILLINOIS 2
PANA,IL,62557,62557,ILLINOIS 2
PANAMA,IL,62077,62077,ILLINOIS 2
PAPINEAU,IL,60956,60956,ILLINOIS 2
PARIS,IL,61944,61944,ILLINOIS 2
PARK FOREST,IL,60466,60466,ILLINOIS 2
PARKERSBURG,IL,62452,62452,ILLINOIS 2
PATOKA,IL,62875,62875,ILLINOIS 2
PATTERSON,IL,62078,62078,ILLINOIS 2
PAW PAW,IL,61353,61353,ILLINOIS 2
PAWNEE,IL,62558,62558,ILLINOIS 2
PAXTON,IL,60957,60957,ILLINOIS 2
